age,income_annual,monthly_expenses,cash_savings,total_assets,total_debt,risk_tolerance,knowledge_level,goal_years,target_amount,label
55,92062.93,4748.51,0.0,0.0,17313.37,moderate,intermediate,6,1146648.58,capital_preservation
35,31508.05,1510.4,0.0,0.0,27637.06,moderate,beginner,7,1662750.79,capital_preservation
40,53611.5,4244.24,29146.92,106668.6,74724.79,low,beginner,25,10000.0,income_focus
46,90942.77,4169.56,41424.57,56772.2,70067.49,low,intermediate,12,10000.0,capital_preservation
51,12000.0,950.0,9153.08,0.0,23846.49,low,intermediate,12,837798.25,capital_preservation
25,46936.8,1411.74,4275.0,185300.33,58648.97,moderate,intermediate,12,2198124.82,balanced_long_term
28,39532.11,2789.62,29538.96,101814.88,0.0,high,beginner,11,2196127.92,income_focus
61,91059.3,1401.78,24817.66,74055.91,124383.99,low,beginner,29,1077180.25,capital_preservation
64,84062.26,3869.31,48256.5,0.0,57431.47,low,beginner,9,942936.47,capital_preservation
64,97056.71,3765.18,60913.98,191504.6,0.0,moderate,beginner,6,909469.51,income_focus
57,21904.51,1734.11,0.0,0.0,0.0,moderate,intermediate,2,661684.06,capital_preservation
55,62974.95,3250.86,34316.25,0.0,0.0,moderate,beginner,3,10000.0,income_focus
45,94275.64,7182.55,11962.25,179462.13,83640.93,high,intermediate,17,309041.34,capital_preservation
51,203399.09,8522.77,48468.65,252393.31,66681.18,moderate,intermediate,10,1081915.43,balanced_long_term
28,81332.95,3630.22,22770.68,127113.9,14922.96,high,advanced,1,1414277.63,balanced_short_term
47,157403.46,5786.07,40810.91,284729.95,87003.74,low,beginner,16,10000.0,income_focus
56,158225.0,7242.77,29269.57,362554.4,49888.44,high,beginner,8,392002.73,income_focus
65,125850.6,7352.87,45094.76,279434.34,38814.69,low,beginner,14,1747593.53,income_focus
69,50601.87,3902.83,31009.9,0.0,74675.52,moderate,beginner,16,815927.04,capital_preservation
40,101519.74,4480.3,0.0,358384.19,27587.5,moderate,beginner,7,1875195.4,capital_preservation
54,23250.77,983.86,41172.37,0.0,0.0,low,advanced,23,211395.29,income_focus
22,68825.96,3676.59,0.0,170470.82,14898.35,moderate,beginner,8,10000.0,capital_preservation
38,82050.46,3255.91,0.0,0.0,4220.0,moderate,beginner,17,1051450.03,capital_preservation
25,138603.62,6401.39,34889.87,70151.44,94441.95,low,beginner,19,994763.21,capital_preservation
53,94859.08,3167.13,16864.49,236421.96,62159.88,high,beginner,8,1098905.57,income_focus
19,97942.23,6267.46,66890.84,332492.95,3548.61,high,advanced,13,848928.8,growth_aggressive
56,41840.54,2172.14,0.0,76720.48,0.0,high,beginner,21,1217079.65,capital_preservation
56,99586.36,4368.71,7608.22,188584.0,71003.9,high,advanced,10,1909783.65,capital_preservation
28,99327.68,3108.87,37757.41,59250.38,35114.34,low,beginner,16,425401.87,income_focus
35,44251.96,3085.5,3454.84,0.0,26866.62,moderate,beginner,14,2699522.08,capital_preservation
50,83689.8,4403.24,29431.31,133376.9,58409.5,moderate,intermediate,3,744673.12,balanced_short_term
22,80551.43,2894.97,0.0,86238.48,19708.22,moderate,advanced,9,1772228.21,capital_preservation
24,58219.75,3835.96,29931.57,100666.28,0.0,moderate,beginner,25,1368081.54,income_focus
67,71969.91,2744.77,65271.31,43450.47,0.0,high,beginner,16,325616.74,income_focus
38,74373.91,2857.23,69483.18,115913.28,0.0,moderate,intermediate,26,949787.3,balanced_long_term
18,12000.0,950.0,56850.32,0.0,58376.11,moderate,beginner,5,1237849.88,capital_preservation
24,93419.8,3299.59,15624.25,151235.02,46525.84,moderate,advanced,17,1144651.77,balanced_long_term
37,85455.77,5011.24,3176.75,33149.73,0.0,moderate,beginner,26,330120.17,capital_preservation
49,63256.45,2328.29,27481.46,5037.45,38256.39,moderate,intermediate,12,1737924.49,capital_preservation
18,173677.38,8507.14,29947.56,384776.51,24220.47,low,beginner,17,10000.0,income_focus
58,116910.02,6186.81,13094.88,348851.61,0.0,moderate,intermediate,29,1174003.84,capital_preservation
46,79385.52,3834.42,6538.77,107531.04,0.0,moderate,advanced,12,1070473.09,capital_preservation
69,49262.26,3045.46,39303.92,25869.75,0.0,moderate,beginner,21,1588958.13,income_focus
25,174181.1,7800.67,40816.83,284330.84,105220.97,high,intermediate,7,300159.07,balanced_long_term
48,112614.2,4532.79,0.0,329431.16,89842.99,low,advanced,16,891899.16,capital_preservation
57,134987.27,6142.5,88347.43,3893.84,68391.62,moderate,beginner,3,1829566.71,capital_preservation
68,165376.53,5482.18,54467.06,304403.3,79664.33,high,beginner,2,1326468.75,income_focus
20,49650.99,1934.73,40755.73,140173.19,27381.97,high,beginner,28,1258653.5,income_focus
23,73884.07,4452.09,21388.91,0.0,5341.7,low,beginner,29,481127.13,income_focus
63,12000.0,500.0,0.0,0.0,33511.77,moderate,beginner,15,392418.3,capital_preservation
45,122682.53,5585.67,0.0,0.0,17453.04,moderate,beginner,15,424788.5,capital_preservation
41,73622.15,2298.37,64058.1,71351.1,0.0,low,beginner,27,1683952.5,income_focus
50,25062.76,1230.3,8144.28,0.0,0.0,high,beginner,19,2007444.79,income_focus
66,136586.94,5098.13,34196.22,135504.03,21809.42,moderate,beginner,24,1172332.04,income_focus
35,135547.84,5601.03,0.0,0.0,532.06,moderate,intermediate,25,1548908.13,capital_preservation
61,78459.34,2898.65,30044.74,349896.55,39193.22,moderate,beginner,12,1117631.43,income_focus
40,20728.28,1640.99,0.0,95552.62,45536.94,low,beginner,27,356179.08,capital_preservation
42,142122.61,6752.03,43154.31,180294.11,73025.89,moderate,beginner,24,1526476.66,income_focus
25,125905.49,6418.21,1193.46,57301.93,84060.37,low,intermediate,25,237615.57,capital_preservation
30,21251.6,1655.2,0.0,103091.73,30613.76,moderate,beginner,10,2492305.72,capital_preservation
55,96735.57,6597.79,19810.94,78897.84,71989.31,moderate,beginner,26,975528.05,capital_preservation
52,110154.3,6424.1,904.34,166301.48,0.0,moderate,beginner,24,1821150.28,capital_preservation
40,135737.43,4749.19,54189.97,81427.69,48571.41,moderate,advanced,10,747238.05,balanced_long_term
24,32683.18,871.35,34727.89,38462.36,0.0,moderate,advanced,8,919612.83,balanced_long_term
31,40302.74,1004.74,0.0,234840.04,68358.27,moderate,beginner,10,2124491.51,capital_preservation
61,48179.11,2637.73,4408.02,179227.0,0.0,high,intermediate,28,1174866.83,capital_preservation
27,45368.51,500.0,0.0,0.0,0.0,moderate,intermediate,25,575258.51,capital_preservation
60,59139.96,2931.35,26199.45,0.0,25401.45,low,beginner,21,1287693.32,capital_preservation
22,83230.91,4789.28,29021.1,191925.26,0.0,moderate,intermediate,1,279323.2,balanced_short_term
61,128617.68,6757.6,18478.38,165040.82,56064.89,low,beginner,20,606726.34,capital_preservation
49,123522.55,7114.12,0.0,220294.56,56874.51,moderate,intermediate,29,758808.21,capital_preservation
48,41319.33,2672.16,0.0,122312.77,0.0,moderate,beginner,24,151411.11,capital_preservation
18,113348.58,6818.05,34286.35,195806.28,73682.66,high,beginner,9,1282941.0,income_focus
22,30859.36,545.98,0.0,117096.87,1903.37,moderate,beginner,3,367467.09,capital_preservation
21,155823.94,6999.51,60378.85,253235.38,89915.82,moderate,intermediate,26,1043240.91,balanced_long_term
51,26358.33,538.71,0.0,0.0,89760.07,moderate,intermediate,21,10000.0,capital_preservation
36,75957.96,4268.51,31253.45,200134.5,70704.86,low,intermediate,28,2953665.08,income_focus
38,87571.41,4022.46,11241.01,26515.72,0.0,low,advanced,16,1615601.12,capital_preservation
37,82401.28,4170.33,24237.46,0.0,37645.35,low,beginner,15,319896.88,capital_preservation
57,44706.47,500.0,0.0,0.0,80866.13,moderate,advanced,20,1626039.21,capital_preservation
45,114202.22,5315.23,38269.11,63792.7,60932.34,moderate,advanced,16,526743.19,balanced_long_term
24,12076.51,500.0,0.0,0.0,50775.41,low,beginner,22,1723891.67,capital_preservation
32,35800.4,2834.2,31558.82,147360.83,72082.65,moderate,beginner,21,1563075.07,income_focus
47,61753.7,3929.0,0.0,259417.34,169.41,low,advanced,5,973695.27,capital_preservation
69,28711.79,2064.3,43716.36,0.0,47809.43,moderate,beginner,27,1650431.05,capital_preservation
25,100784.45,5163.1,20677.53,77646.82,30752.71,low,intermediate,5,1727610.08,income_focus
62,81980.84,2095.04,14807.09,286078.28,31838.0,low,intermediate,13,815584.44,income_focus
59,104559.12,4345.3,30715.06,66969.21,67610.22,moderate,beginner,2,983736.9,income_focus
69,88886.19,4774.71,44726.4,0.0,46126.18,moderate,beginner,27,1094628.43,capital_preservation
18,150328.44,8434.85,65932.62,395543.03,20610.06,low,beginner,20,966195.98,income_focus
38,80645.06,4914.55,0.0,204600.96,0.0,moderate,beginner,7,578662.16,capital_preservation
33,158378.41,6848.84,44197.41,245434.79,57923.19,moderate,beginner,26,699496.52,income_focus
32,129279.63,5330.59,73523.95,0.0,49473.57,moderate,beginner,29,318196.71,income_focus
44,128478.31,7133.04,29496.0,0.0,51819.57,low,intermediate,21,474191.36,capital_preservation
36,28942.57,1657.12,0.0,0.0,0.0,moderate,beginner,27,865122.46,capital_preservation
19,21139.91,1215.01,0.0,89841.03,58238.58,moderate,beginner,5,835109.85,capital_preservation
53,112328.62,3787.81,31406.42,200895.23,71196.48,low,intermediate,9,201760.49,income_focus
53,32472.3,1412.57,13497.4,230879.99,0.0,moderate,beginner,1,952131.16,income_focus
54,66366.34,1483.25,49636.68,111016.58,43456.79,moderate,intermediate,6,67473.4,balanced_long_term
66,104321.49,5564.28,0.0,261770.42,41987.03,high,beginner,21,2198168.12,capital_preservation
20,125516.43,5787.65,2898.81,234171.39,1023.65,low,beginner,26,781664.39,capital_preservation
39,163490.98,6587.06,36929.57,213799.53,57381.38,low,beginner,7,1128740.54,income_focus
56,147080.97,7513.88,84400.42,223896.77,48709.02,moderate,beginner,1,1150584.71,income_focus
28,149181.2,6794.99,12851.18,88055.35,129577.46,moderate,intermediate,12,2358062.99,capital_preservation
25,12000.0,500.0,0.0,0.0,15523.0,low,intermediate,20,1005560.59,capital_preservation
31,89002.3,7046.02,0.0,0.0,0.0,low,beginner,10,1856832.42,capital_preservation
62,113312.53,5316.72,19297.09,198433.82,0.0,high,beginner,15,639573.78,income_focus
26,83787.62,4328.33,24097.47,130297.52,5040.66,low,beginner,27,693535.17,income_focus
51,68415.01,3074.67,42873.86,0.0,51874.95,low,intermediate,7,1190052.81,capital_preservation
18,92022.84,4612.99,0.0,6328.02,40936.82,high,beginner,18,1306477.24,capital_preservation
19,89199.66,3461.75,0.0,47126.62,0.0,moderate,advanced,12,1576538.8,capital_preservation
29,52289.5,1671.39,25883.75,107747.91,26509.29,moderate,intermediate,3,647961.35,balanced_short_term
33,70302.69,2377.06,0.0,160251.95,0.0,moderate,beginner,11,1579685.12,capital_preservation
37,162505.01,5543.6,69317.82,359693.65,52113.42,moderate,intermediate,1,1328170.33,balanced_short_term
65,80869.84,4598.88,12726.25,47878.24,13907.13,low,beginner,18,1395591.1,capital_preservation
54,119059.33,5480.58,0.0,162290.17,72773.45,low,beginner,8,823947.0,capital_preservation
22,68758.82,1413.07,9910.27,122919.47,42642.63,low,beginner,21,1515281.15,income_focus
50,48105.33,3808.34,3213.07,90895.58,28175.17,moderate,advanced,15,1990778.74,capital_preservation
53,82339.38,2146.69,0.0,213762.11,29848.12,moderate,beginner,1,866597.0,capital_preservation
25,42968.5,3401.67,68603.4,186665.85,65179.31,low,advanced,20,741801.51,income_focus
35,18116.75,500.0,38960.87,0.0,11118.94,high,advanced,18,291369.12,growth_aggressive
49,56674.78,1763.01,12512.6,62212.92,0.0,low,beginner,28,1062572.6,income_focus
51,49483.36,3346.39,0.0,159326.97,0.0,moderate,beginner,17,646616.25,capital_preservation
42,100245.19,4694.3,30333.2,210471.84,27406.45,moderate,intermediate,4,812469.33,balanced_short_term
55,109122.79,5380.85,25095.76,172747.07,43880.17,moderate,beginner,23,987852.65,income_focus
31,104298.7,5744.92,0.0,278731.31,40427.08,low,advanced,5,1814569.65,capital_preservation
52,135785.02,6429.18,7907.87,120990.93,79121.88,moderate,beginner,2,2060197.45,capital_preservation
32,116907.24,5066.82,51514.02,5029.39,0.0,moderate,intermediate,27,1064353.3,balanced_long_term
21,89233.55,1532.14,33051.94,0.0,76474.83,moderate,beginner,29,1035135.83,capital_preservation
69,134567.35,4360.7,0.0,312575.52,23637.15,moderate,intermediate,6,2024887.55,capital_preservation
60,137736.65,6752.1,15256.58,308279.48,0.0,moderate,intermediate,20,1613086.11,capital_preservation
46,19573.48,1469.16,16642.92,0.0,38274.57,moderate,beginner,26,1333271.08,capital_preservation
44,66854.34,3358.45,9152.94,29860.79,0.0,moderate,intermediate,22,1346884.61,capital_preservation
51,90586.22,5289.47,21889.61,68537.48,37258.06,high,intermediate,19,712261.95,growth_aggressive
45,37430.09,1366.41,8273.56,145432.35,36941.94,moderate,intermediate,14,1014438.35,balanced_long_term
48,83198.75,2504.58,62558.1,126132.94,0.0,moderate,beginner,25,1481068.04,income_focus
38,149762.68,5173.69,80828.45,147492.09,3342.2,moderate,beginner,15,1388140.58,income_focus
22,155121.29,6551.8,44958.75,19107.14,61315.84,moderate,beginner,6,2116718.29,capital_preservation
54,94436.1,4249.54,11667.54,6944.09,56286.86,low,beginner,26,1623719.21,capital_preservation
45,77666.47,4748.53,0.0,34424.64,62516.42,high,beginner,25,10000.0,capital_preservation
42,199339.45,8107.47,62326.59,346275.13,46462.3,moderate,beginner,3,2405434.78,income_focus
60,32986.46,500.0,0.0,25805.21,30389.36,low,beginner,2,2084133.43,capital_preservation
60,112831.61,2902.93,40119.47,158228.09,38023.99,moderate,intermediate,27,1150895.42,balanced_long_term
43,146599.58,4985.86,39677.77,136240.01,123995.54,low,beginner,28,431049.0,capital_preservation
31,12000.0,950.0,0.0,17911.46,37515.53,moderate,advanced,24,746162.36,capital_preservation
31,109848.13,4738.49,1648.76,216726.78,20955.01,low,intermediate,7,1509980.06,capital_preservation
30,83807.31,3488.93,0.0,88450.42,31989.34,moderate,beginner,2,1164520.27,capital_preservation
49,112867.05,4443.41,5367.89,369184.84,52402.26,moderate,beginner,13,1673136.05,capital_preservation
69,132074.73,7155.62,43726.08,16189.23,29367.58,moderate,advanced,3,425798.97,balanced_short_term
44,31681.82,500.0,3528.11,107892.5,15777.31,moderate,intermediate,12,1331850.26,balanced_long_term
45,12000.0,500.0,12643.98,182118.36,0.0,moderate,intermediate,6,1006973.54,balanced_long_term
32,62650.87,1787.06,3048.21,74885.85,0.0,low,beginner,12,2300803.94,capital_preservation
49,92470.11,3958.67,0.0,95515.06,32389.53,moderate,intermediate,18,1682263.46,capital_preservation
49,35637.56,2821.31,10108.24,0.0,66647.57,moderate,beginner,13,10000.0,capital_preservation
45,56663.01,887.14,62085.07,14655.19,2510.09,low,intermediate,15,1052473.44,income_focus
55,128613.24,5704.38,38773.58,335386.75,36449.74,low,beginner,29,354371.5,income_focus
52,147248.16,6274.91,52533.08,345259.08,107958.79,moderate,beginner,24,648930.55,income_focus
20,93718.58,4863.13,0.0,227761.37,0.0,moderate,beginner,3,1332104.66,capital_preservation
26,106703.54,4221.44,63777.25,135192.03,6995.0,moderate,beginner,18,31851.66,income_focus
56,85189.1,3069.6,13412.28,0.0,80507.58,high,beginner,20,1988200.92,capital_preservation
56,134260.88,4444.83,9140.51,139595.17,18573.82,moderate,intermediate,8,1694020.43,capital_preservation
54,147450.32,5889.73,47473.02,133718.6,21551.98,low,beginner,22,1952964.1,income_focus
33,121918.15,6132.95,19029.88,321698.12,60224.06,high,beginner,11,10000.0,income_focus
23,127513.24,5466.56,13303.66,426675.88,56475.18,moderate,beginner,13,1757876.89,capital_preservation
34,76164.05,1526.35,5334.8,127717.71,70749.83,high,intermediate,14,2460872.77,growth_aggressive
34,97093.98,4824.35,44670.07,159516.18,37961.66,low,beginner,6,1057406.15,income_focus
25,50327.88,1935.63,42688.78,88528.75,56194.18,moderate,beginner,11,1463050.09,income_focus
29,12000.0,950.0,6894.28,30518.42,0.0,moderate,advanced,18,2138810.94,balanced_long_term
67,154587.1,3717.81,0.0,24118.6,97687.42,moderate,intermediate,23,1738928.19,capital_preservation
41,144299.58,8580.55,0.0,306700.78,79428.43,moderate,advanced,25,933366.5,capital_preservation
25,116104.55,6979.1,31494.57,201467.23,138668.85,low,intermediate,26,1548086.13,income_focus
18,65313.32,1762.71,24602.22,270680.25,42859.9,low,beginner,9,2134779.68,income_focus
24,59413.21,3205.32,16117.93,329.7,31002.28,high,intermediate,9,419220.44,capital_preservation
25,132358.83,6233.52,46695.81,423135.65,87099.1,high,advanced,7,2669249.34,balanced_long_term
64,24699.89,500.0,28606.44,0.0,17386.07,high,beginner,12,182114.9,income_focus
69,72190.48,3926.02,0.0,362128.77,48345.5,low,beginner,25,1102622.61,capital_preservation
41,93041.4,5960.18,56727.97,171801.41,5998.3,moderate,intermediate,23,864322.26,balanced_long_term
19,164740.14,8007.26,25460.86,102326.62,54241.9,moderate,beginner,17,1031780.58,income_focus
61,67097.14,2928.49,37695.57,295144.2,53483.46,low,intermediate,17,539247.26,income_focus
40,27456.92,692.2,15487.5,0.0,4146.08,moderate,intermediate,6,686906.81,balanced_long_term
53,60387.67,3018.78,0.0,0.0,25927.58,moderate,beginner,23,182074.27,capital_preservation
25,86874.05,4171.16,74852.95,84517.89,0.0,moderate,beginner,26,10000.0,income_focus
61,63990.35,1064.41,0.0,232534.76,0.0,moderate,intermediate,9,10000.0,capital_preservation
66,60142.79,2040.39,10489.83,178022.39,0.0,high,advanced,24,1465086.81,growth_aggressive
54,61892.04,2821.44,0.0,133911.34,0.0,low,beginner,10,929261.46,capital_preservation
50,96053.69,4756.74,37840.52,171090.85,60960.24,low,beginner,21,2326322.41,income_focus
34,32453.12,1426.42,4352.04,0.0,78866.03,moderate,intermediate,25,10000.0,capital_preservation
35,69661.64,4153.29,20225.88,203226.38,29644.01,moderate,beginner,9,1598412.13,income_focus
20,77969.56,2147.97,21018.02,178766.78,18365.86,moderate,advanced,17,664219.27,balanced_long_term
56,104740.2,5909.16,0.0,83967.47,60915.61,low,intermediate,19,128081.08,capital_preservation
29,79953.73,1250.94,59609.93,119032.45,63979.36,moderate,intermediate,19,1110647.1,balanced_long_term
27,121473.62,6594.76,12742.27,94706.37,2993.98,moderate,beginner,21,87009.77,capital_preservation
49,32122.71,500.0,1906.65,71269.24,20075.7,low,beginner,24,1659292.85,income_focus
44,116169.67,4751.65,0.0,349062.83,0.0,moderate,intermediate,1,1632763.3,capital_preservation
62,12000.0,500.0,0.0,0.0,0.0,high,beginner,16,372170.26,capital_preservation
61,31722.73,2511.38,0.0,0.0,74518.6,low,intermediate,12,721543.98,capital_preservation
33,12000.0,500.0,0.0,132436.42,53897.45,moderate,intermediate,12,766617.64,capital_preservation
29,99890.47,3594.69,33033.52,168959.65,106772.03,moderate,intermediate,28,44438.0,balanced_long_term
